Pol,Lokacija,Other,Godine,Koliko dugo se profesionalno baviš programiranjem?,HTML/CSS,C,C++,C#,Java,Javascript,PHP,Python,Objective-C,Swift,Ruby,SQL,Scala,Other,Koliko godina radiš sa HTML/CSS-om?,Koliko godina radiš sa C-om?,Koliko godina radiš sa C#-om?,ASP.NET,.NET,Unity,Other,Koliko godina radiš sa C++-om?,Koliko dugo radiš sa Javom?,Android,JEE,Spring,Scala,Grails,Play,Other,Koliko dugo radiš sa JS-om?,AngularJS,BackboneJS,React,Node,Other,Express,Hapi,Other,Koliko dugo radiš sa PHPom?,WordPress,Drupal,Magento,Zend,Laravel,Other,Koliko dugo radiš sa Pythonom?,Koliko dugo radiš sa Objective-C?,Koliko dugo radiš sa Swiftom?,Koliko dugo radiš sa Rubyjem?,Koliko dugo radiš sa Scalom?,Koliko dugo radiš sa SQLom?,Koliko dugo radiš sa drugim jezikom koji si naveo?,Označi platformu sa kojom si dominantno radio/la do sada?,HTML/CSS,C,C++,C#,Node,Java,Javascript,PHP,Python,Objective-C,Swift,Ruby,SQL,Scala,Go,Other,U koju grupu developera (ili softverskih inženjera) sebe ubrajaš?,Da li koristiš nešto za verzionisanje koda?,SVN,Git,Mercurial,Aerial,Other,Atom,Eclipse,IntelliJ,Netbeans,Sublime,Visual Studio,PHP Storm,Other,Windows,Mac OS,Linux,Unix,Other,Formalno obrazovanje — da li si završio/la fakultet ili višu školu?,Šta si studirao/la?,Other,Šta si završio/la?,Other,formalno obrazovanje,kursevi i obuke,samostalno učenje i praksa,praksa i učenje uz iskusnije kolege,Da li praviš/učestvuješ u open source projektima?,Koliko sati nedeljno posvećuješ open-source projektima?,Gde su postavljeni ovi projekti?,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,Na događajima,Kroz knjige,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,Kroz kompaniju u kojoj radim,Other,Pročitao/la segment ili celu knjigu o programiranju?,Pogledao/la neki video tutorijal?,Pohađao/la kurs?,Posetio/la programerski događaj?,Da li poseduješ neki sertifikat za tehnologiju u kojoj radiš?,Koliko sertifikata poseduješ?,Kada si dobio/la poslednji sertifikat?,Da li su uticali na tvoje zaposlenje/angažman?,A na novčanu nadoknadu?,Trenutno zaposlenje,Australija,Afrika,Azija,Zapadna Evropa,Istočna Evropa,Centralna Evropa,Severna Amerika,Južna Amerika,Other,Na koji način dominantno dolaziš do klijenata?,Other,Elance,Freelance,UpWork (bivši ODesk),Other,Koliko zaposlenih ima tvoja firma?,Pre preduzetništva dominantno si bio/la,usluge za klijente,sopstveni proizvodi za lok/reg tržište,sopstveni proizvodi za globalno tržište,Koji je iznos plate za koju radiš?,Koja je tvoja pozicija na poslu?,U koliko firmi si radio/la do sada?,Da li i koliko u proseku frilensuješ (radiš za novac) sa strane?,Koliko zaposlenih ima tvoja firma?,usluge za klijente,sopstveni proizvodi,domaće,strano,mešovito,ne znam,strano,domaće,Standardno zaposlenje (Ugovor o radu),Preko preduzetničke agencije,Ugovor o delu,Autorski ugovor,"Na virtuelni račun (PayPal, Skrill, Payoneer)",Stažiram uz nadoknadu,Volontiram,"Deo na ruke, deo po Ugovoru",Dobijam keš na ruke,Other,Koliki je iznos nadoknade za koju radiš?,Koliko dana odmora dobijaš?,"Koliko sati, prosečno, traje tvoj radni dan?",Da li si plaćen/a za prekovremeni rad?,fleksibilno radno vreme,kompanijski automobil,plaćena odsustva,plaćene obuke i treninge,ručak na poslu,mogućnost predlaganja sopstvenih projekata,dodatno zdravstveno i/ili penziono osiguranje,Other,Koliko si zadovoljan/a trenutnim poslom?,Koji je dominantan razlog zbog kojeg si promenio poslednje radno mesto?,Da li planiraš u budućnosti da pokreneš svoj biznis?,Šta misliš da je najizvesnije da ćeš pokrenuti?,Other,Šta je to na čemu radiš?,Other,Da li imaš neko mišljenje o srpskoj dev sceni koje bi želeo da podeliš sa nama? Da li imaš neko mišljenje o tome kako bi mogla da se unapredi?,source,Start Date (UTC),Submit Date (UTC)
Muški,Beograd,,35,2,,,,,,,,,,,Ruby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,,,,,,,,,,,,Ruby,,,,,junior developer,Koristim,,Git,,,,Atom,,IntelliJ,,Sublime,,,,,Mac OS,Linux,,,"Da, fakultet",,,,FDU,1,1,5,5,da,2-4 sata,github,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,Na događajima,,,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,,,U proteklih 6 meseci,Tokom prethodnog meseca,U proteklih 6 meseci,U protekla 3 meseca,ne,,,,,Samozaposlen/a — (freelance),,,,Zapadna Evropa,,,Severna Amerika,,,preko preporuke,,,,UpWork (bivši ODesk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"da, planiram",startap / proizvod za globalno tržište,,,,Ne,,10/15/2015 22:30:28,10/15/2015 22:35:56
Muški,Beograd,,25,6,HTML/CSS,C,C++,C#,Java,Javascript,PHP,Python,Objective-C,Swift,Ruby,SQL,Scala,ASP.Net,6,3,,,,,,3,5,Android,JEE,Spring,Scala,Grails,Play,,7,AngularJS,BackboneJS,React,Node,Coffeescript,Express,Hapi,,4,WordPress,Drupal,Magento,Zend,,,2,2,2,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/15/2015 22:40:37,10/15/2015 22:43:12
Muški,Beograd,,32,4,HTML/CSS,,,C#,Java,Javascript,,,,,,,,,1,,4,ASP.NET,.NET,,,,1,,,Spring,,,,,1,AngularJS,,,,,,,,,,,,,,,,,,,,,,,,,,C#,Node,,Javascript,,,,Swift,,,,,,senior developer,Koristim,SVN,Git,,,,,,,,Sublime,Visual Studio,,,Windows,,,,,"Da, master",,,,,2,2,5,4,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,,,,,Trudim se da ih inkorporiram u projekte na kojima radim,Kroz kompaniju u kojoj radim,,Pre više od godinu dana,Tokom prethodnog meseca,Pre više od godinu dana,Pre više od godinu dana,ne,,,,,Samozaposlen/a: (su)vlasnik svoje firme,,,,,,,,,,,,,,,,10,zaposlen/a u firmi,usluge za klijente,,,1500-1700€,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/15/2015 22:41:19,10/15/2015 22:44:26
Muški,,Smederevska Palanka,43,27,HTML/CSS,C,C++,C#,Java,Javascript,PHP,Python,,,Ruby,SQL,,,5,7,,,,,,8,1,,,,,,,,2,,,,,,,,,1,WordPress,,,,,,0,,,0,,2,,standalone,,,C++,C#,,,,,,,,,,,,,junior developer,Ne koristim,,,,,,,Eclipse,,,,,,,Windows,,,,,"Da, višu školu",,,,,3,4,4,3,ne,,,,Prateći blogove i onlajn magazine,,,,Kroz video tutorijale,,,,,Pre više od godinu dana,Tokom prethodnog meseca,Pre više od godinu dana,Pre više od godinu dana,ne,,,,,Nezaposlen/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"možda, ako se pojavi dobra prilika",,,,,,,10/15/2015 22:41:46,10/15/2015 22:46:16
Muški,Niš,,20,1,HTML/CSS,C,C++,,Java,,PHP,,,,,SQL,,,5,3,,,,,,3,3,Android,,Spring,,,,,,,,,,,,,,2,WordPress,,,,,,,,,,,2,,web,,,C++,,,Java,,,,,,,,,,,junior developer,Ne koristim,,,,,,,Eclipse,IntelliJ,,,Visual Studio,,,Windows,,Linux,,,Još uvek studiram,PMF,,PMF,,3,2,4,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,Na događajima,Kroz knjige,Kroz video tutorijale,,,,,U toku prethodnih godinu dana,Tokom prethodnog meseca,Nikada,Pre više od godinu dana,ne,,,,,Nezaposlen/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ne znam,,,,,,,10/15/2015 22:45:32,10/15/2015 22:52:53
Ženski,Zrenjanin,,37,17,HTML/CSS,,,C#,,,,,,,,SQL,,,15,,14,ASP.NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,web,,,,,,,Javascript,,,,,,,,,,mid-level developer,Ne koristim,,,,,,,Eclipse,,,,Visual Studio,,,Windows,,,,,"Da, doktorske studije",,,,,4,4,5,5,ne,,,,,,,,,,Trudim se da ih inkorporiram u projekte na kojima radim,,,Pre više od godinu dana,Pre više od godinu dana,Pre više od godinu dana,U toku prethodnih godinu dana,da,2,Pre više od godinu dana,ne,ne,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,1,ne frilensujem,80,usluge za klijente,,domaće,,,,,domaće,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,900€,30,16,ne,fleksibilno radno vreme,,,,,,,,5,bolji radni uslovi,ne planiram,,,,,,,10/15/2015 22:49:31,10/15/2015 22:55:02
Muški,Subotica,,25,4,HTML/CSS,,,,,Javascript,PHP,,,,,SQL,,,6,,,,,,,,,,,,,,,,4,AngularJS,,React,Node,,Express,,,4,,,,,Laravel,,,,,,,4,,web,,,,,,,Javascript,,,,Swift,,,,,,senior developer,Koristim,,Git,,,,,,,,Sublime,,PHP Storm,,,Mac OS,,,,"Da, višu školu",,,,,1,1,5,5,da,1 sat ili manje,github,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,Na događajima,,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,Kroz kompaniju u kojoj radim,,U protekla 3 meseca,Tokom prethodnog meseca,Pre više od godinu dana,Tokom prethodnog meseca,ne,,,,,Samozaposlen/a: (su)vlasnik svoje firme,,,,,,,,,,,,,,,,2,freelancer/ka,usluge za klijente,sopstveni proizvodi za lok/reg tržište,,1500-1700€,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/15/2015 22:53:47,10/15/2015 22:58:25
Muški,Niš,,28,3,,C,,,,,PHP,Python,Objective-C,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,Drupal,,,,,1,3,,,,,,mobile,,,,,,Java,,,,,Swift,Ruby,,,,,senior developer,Koristim,,Git,,,,,,,,,,PHP Storm,,,Mac OS,,,,"Da, master",,,,,4,2,5,5,da,1 sat ili manje,github,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,,,,,Kroz kompaniju u kojoj radim,,Pre više od godinu dana,U protekla 3 meseca,Nikada,U proteklih 6 meseci,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,vođa tima,2,više od 20h nedeljno,13,usluge za klijente,sopstveni proizvodi,,strano,,,strano,,Standardno zaposlenje (Ugovor o radu),Preko preduzetničke agencije,,,,,,,,,2000-2500€,20,10,ne,fleksibilno radno vreme,,,,,,,,5,bolja plata,već sam pokrenuo/la,,,servisan / autsorsing biznis,,Drzava da smanji porez za IT. Na taj nacin ce privuci jos vise stranih firmi a i zaposleni ce imati vecu platu.,,10/15/2015 22:51:46,10/15/2015 22:58:31
Muški,,Vrsac,23,1,HTML/CSS,,,,,Javascript,PHP,,,,,SQL,,,1,,,,,,,,,,,,,,,,1,AngularJS,,React,,,,,,1,WordPress,,,,,,,,,,,1,,web,HTML/CSS,,,,,,Javascript,PHP,,,,,,,,,junior developer,Ne koristim,,,,,,,,,,,,,Notepad+++,Windows,,,,,"Da, master",,,,,3,1,5,1,ne,,,,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,Kroz knjige,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,,,,Tokom prethodnog meseca,Tokom prethodnog meseca,Nikada,Nikada,ne,,,,,Nezaposlen/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"da, planiram",startap / proizvod za globalno tržište,,,,,,10/15/2015 23:03:04,10/15/2015 23:06:40
Muški,Kragujevac,,28,2,HTML/CSS,C,C++,C#,Java,,PHP,,,,,,,,2,5,,,,,,5,5,Android,,,,,,,,,,,,,,,,5,WordPress,,,Zend,,,,,,,,,,web,,,C++,C#,,,,,,,,,,,,,junior developer,Ne koristim,,,,,,,Eclipse,,Netbeans,,Visual Studio,,,Windows,,,,,"Da, fakultet",,,Elektronski Niš,,3,3,4,4,da,1 sat ili manje,sopstveni sajt,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,Kroz knjige,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,,,,Pre više od godinu dana,Tokom prethodnog meseca,Pre više od godinu dana,Pre više od godinu dana,da,1,Pre više od godinu dana,ne znam,ne,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,vođa tima,4,ne frilensujem,1,usluge za klijente,sopstveni proizvodi,domaće,,,,,domaće,,Preko preduzetničke agencije,,,,,,,,,500€ i manje,0,12,ne,fleksibilno radno vreme,,,,ručak na poslu,mogućnost predlaganja sopstvenih projekata,dodatno zdravstveno i/ili penziono osiguranje,,3,bolja plata,"možda, ako se pojavi dobra prilika",,,,,,,10/15/2015 23:05:29,10/15/2015 23:11:24
Muški,,Kuršumlija,20,1,HTML/CSS,C,,,,Javascript,PHP,,,,,,,,2,1,,,,,,,,,,,,,,,2,AngularJS,,,,,,,,2,WordPress,,,,,,,,,,,,,web,HTML/CSS,,C++,,,Java,Javascript,PHP,Python,,,,,,,,junior developer,Ne koristim,,,,,,,Eclipse,,,,Visual Studio,PHP Storm,,Windows,,,,,Još uvek studiram,FTN,,FTN,,3,3,4,5,ne,,,,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,,Kroz video tutorijale,,,,,U protekla 3 meseca,Tokom prethodnog meseca,Nikada,Nikada,ne,,,,,Nezaposlen/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"možda, ako se pojavi dobra prilika",,,,,,,10/15/2015 23:07:45,10/15/2015 23:15:52
Muški,Novi Sad,,24,2,,,,,Java,,,,,,,,,,,,,,,,,,2,Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Javascript,,,,,,,,,,junior developer,Ne koristim,,,,,,,Eclipse,,,,,,,Windows,,,,,"Da, fakultet",,,ETF,,2,1,4,4,ne,,,Razgovorajući sa prijateljima i kolegama,,,,,,,,,,Pre više od godinu dana,Tokom prethodnog meseca,Nikada,Nikada,ne,,,,,Nezaposlen/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"da, planiram",startap / proizvod za globalno tržište,,,,,,10/15/2015 23:14:08,10/15/2015 23:16:23
Muški,Beograd,,28,7,HTML/CSS,,,,,Javascript,PHP,,,,,,,,7,,,,,,,,,,,,,,,,7,,,,Node,,,,,7,WordPress,,Magento,,Laravel,,,,,,,,,web,,,,,,,,,,Objective-C,Swift,,,,,,senior developer,Koristim,SVN,Git,,,,,,,,,,PHP Storm,,Windows,,,,,Studirao i nikad završio/la,,,,,3,2,5,4,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,Na događajima,,Kroz video tutorijale,,,,,Tokom prethodnog meseca,U protekla 3 meseca,Nikada,Tokom prethodnog meseca,da,1,U toku prethodnih godinu dana,ne,ne,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,vođa tima,1,od 10 do 20h nedeljno,100,,sopstveni proizvodi,,strano,,,strano,,,Preko preduzetničke agencije,,,,,,,,,"1,100€",20,10,da,,,,,,mogućnost predlaganja sopstvenih projekata,,,4,želja za sticanjem novih znanja i iskustava,već sam pokrenuo/la,,,startap / proizvod za globalno tržište,,,,10/15/2015 23:14:27,10/15/2015 23:21:01
Muški,,Valjevo,23,2,HTML/CSS,,,,,Javascript,PHP,,,,,SQL,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,2,,web,,C,,,,,,,Python,,,,,,,,junior developer,Ne koristim,,,,,,,Eclipse,,,Sublime,,,,Windows,,,,,Nisam,,,,,1,3,5,1,da,1 sat ili manje,sopstveni sajt,,,Na drutšvenim mrežama,,,,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,,,Nikada,Tokom prethodnog meseca,Pre više od godinu dana,Nikada,da,1,Pre više od godinu dana,ne znam,da,Samozaposlen/a — (freelance),,,,Zapadna Evropa,,Centralna Evropa,Severna Amerika,,,,forums,Elance,Freelance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"da, planiram",servisan / autsorsing biznis,,,,"Mogli da se drze neki online seminari novih tehnologija za specificne jezike,kao i best practice tih jezika...",,10/15/2015 23:17:11,10/15/2015 23:23:46
Muški,Novi Sad,,32,3,HTML/CSS,,,,Java,Javascript,,,,,,SQL,,,3,,,,,,,,3,Android,,,,,Play,,3,AngularJS,,,,,,,,,,,,,,,,,,,,3,,mobile,HTML/CSS,,,,,Java,Javascript,,,,Swift,Ruby,SQL,,,,mid-level developer,Koristim,,Git,,Aerial,,,Eclipse,IntelliJ,,,,,,Windows,,,Unix,,"Da, fakultet",,,FTN,,4,2,5,3,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,,,,Trudim se da ih inkorporiram u projekte na kojima radim,,,Pre više od godinu dana,Tokom prethodnog meseca,Pre više od godinu dana,Pre više od godinu dana,ne,,,,,Samozaposlen/a: (su)vlasnik svoje firme,,,,,,,,,,,,,,,,1,zaposlen/a u firmi,usluge za klijente,,,1500-1700€,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/15/2015 23:24:06,10/15/2015 23:29:37
Muški,Beograd,,33,3,HTML/CSS,,,,,Javascript,PHP,,,,,SQL,,,3,,,,,,,,,,,,,,,,3,,,,,ni jednim,,,,3,,,,,,"codeigniter, custom framework...",,,,,,3,,web,,,,,Node,,Javascript,PHP,Python,,,,SQL,,,,mid-level developer,Koristim,SVN,,,,,,Eclipse,,,Sublime,,,,Windows,,Linux,,,"Da, master",,,,,2,3,5,4,da,2-4 sata,sopstveni sajt,Razgovorajući sa prijateljima i kolegama,,,,,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,,,,U toku prethodnih godinu dana,Tokom prethodnog meseca,Nikada,U proteklih 6 meseci,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,2,ne frilensujem,20,usluge za klijente,sopstveni proizvodi,domaće,,,,,domaće,Standardno zaposlenje (Ugovor o radu),,,,,,,,Dobijam keš na ruke,,900€,20,8,ne,fleksibilno radno vreme,,,,,,,,4,bolja plata,"možda, ako se pojavi dobra prilika",,,,,Za sada se krece u dobrom pravcu.,,10/15/2015 23:22:29,10/15/2015 23:31:00
Muški,Novi Sad,,32,10,HTML/CSS,,,,,Javascript,PHP,,,,Ruby,,,,10,,,,,,,,,,,,,,,,2,,,,,,,,,4,WordPress,,,,Laravel,Codeigniter,,,,2,,,,web,,,,,Node,,Javascript,PHP,,Objective-C,,,,,,,mid-level developer,Koristim,,Git,,,,,,,,Sublime,,PHP Storm,,Windows,Mac OS,,,,"Da, višu školu",,,,,1,1,5,3,ne,,,Razgovorajući sa prijateljima i kolegama,,Na drutšvenim mrežama,,,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,Kroz kompaniju u kojoj radim,,Pre više od godinu dana,Tokom prethodnog meseca,Nikada,Tokom prethodnog meseca,ne,,,,,Samozaposlen/a: (su)vlasnik svoje firme,,,,,,,,,,,,,,,,8,freelancer/ka,usluge za klijente,,sopstveni proizvodi za globalno tržište,4000-5000€,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/15/2015 23:34:10,10/15/2015 23:39:20
Muški,Beograd,,22,1,HTML/CSS,,,,,Javascript,PHP,,,,,SQL,,,7,,,,,,,,,,,,,,,,2,AngularJS,BackboneJS,,,,,,,2,,,,,Laravel,,,,,,,2,,web,,,C++,C#,,Java,,,,,Swift,,,,,,junior developer,Ne koristim,,,,,,,,,,Sublime,,,Notepad++,Windows,,Linux,,,Nisam,,,,,1,3,4,5,da,1 sat ili manje,github,,Prateći blogove i onlajn magazine,,Na događajima,,Kroz video tutorijale,,,,,U proteklih 6 meseci,Tokom prethodnog meseca,Pre više od godinu dana,Tokom prethodnog meseca,da,1,Pre više od godinu dana,ne,ne,Samozaposlen/a — (freelance),Australija,,,Zapadna Evropa,,,Severna Amerika,,,preko platforme (poput Elance),,Elance,Freelance,UpWork (bivši ODesk),Toptal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"da, planiram",startap / proizvod za globalno tržište,,,,"Neka se razvija svojim prirodnim tokom, za sad joj ide poprilično solidno koliko mogu da primetim. ",,10/15/2015 23:31:34,10/15/2015 23:45:08
Muški,Beograd,,28,10,HTML/CSS,C,C++,,Java,Javascript,PHP,,,,,SQL,,,10,3,,,,,,3,6,,JEE,Spring,,,,,9,AngularJS,BackboneJS,,,Bootstrap,,,,10,,,,,,Symfony,,,,,,10,,web,,,C++,,,,,,,,,,,,,,senior developer,Koristim,SVN,Git,,,,,Eclipse,IntelliJ,Netbeans,,,PHP Storm,,Windows,,Linux,,,"Da, fakultet",,,ETF,,3,3,5,5,da,2-4 sata,github,Razgovorajući sa prijateljima i kolegama,,Na drutšvenim mrežama,Na događajima,Kroz knjige,Kroz video tutorijale,,Trudim se da ih inkorporiram u projekte na kojima radim,,,U protekla 3 meseca,Tokom prethodnog meseca,Nikada,U toku prethodnih godinu dana,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,vođa tima,3,od 10 do 20h nedeljno,350,usluge za klijente,sopstveni proizvodi,domaće,,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,1500-1700€,21,9,da,fleksibilno radno vreme,,plaćena odsustva,plaćene obuke i treninge,,,dodatno zdravstveno i/ili penziono osiguranje,,5,bolji međuljudski odnosi,već sam pokrenuo/la,,,startap / proizvod za globalno tržište,,"Sto vise dogadjaja, konferencija i slicnih stvari. Rokajte! :)",,10/15/2015 23:38:39,10/15/2015 23:48:37
Muški,Beograd,,29,9,HTML/CSS,C,,,Java,,PHP,Python,,,Ruby,SQL,,,3,1,,,,,,,9,,,,,,,JSE,,,,,,,,,,1,,,,Zend,,,2,,,2,,9,,web,,,,,,Java,,,,,,,,,Go,Haskell,senior developer,Koristim,,Git,Mercurial,,,Atom,Eclipse,,,,,,,,Mac OS,Linux,,,Nisam,,,,,2,3,5,4,da,1 sat ili manje,github,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,,Kroz knjige,,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,,,Tokom prethodnog meseca,U toku prethodnih godinu dana,Pre više od godinu dana,U toku prethodnih godinu dana,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,vođa tima,3,ne frilensujem,130,,sopstveni proizvodi,domaće,strano,mešovito,,strano,,,Preko preduzetničke agencije,,,,,,,,,2500-3000€,20,10,ne,fleksibilno radno vreme,,,plaćene obuke i treninge,ručak na poslu,mogućnost predlaganja sopstvenih projekata,,,5,želja za sticanjem novih znanja i iskustava,"da, planiram",servisan / autsorsing biznis,,,,,,10/15/2015 23:52:51,10/16/2015 0:00:35
Muški,Novi Sad,,33,5,HTML/CSS,,,,,,,Python,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,standalone,,,,,,,,,Python,,,,,,,,mid-level developer,Koristim,,Git,,,,Atom,,,,Sublime,,,,,Mac OS,Linux,,,Nisam,,,,,1,3,4,4,da,2-4 sata,github,,Prateći blogove i onlajn magazine,,,,,,Trudim se da ih inkorporiram u projekte na kojima radim,Kroz kompaniju u kojoj radim,,U proteklih 6 meseci,U protekla 3 meseca,U proteklih 6 meseci,Tokom prethodnog meseca,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,vođa tima,4,do 5h nedeljno,15,usluge za klijente,sopstveni proizvodi,,strano,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,2000-2500€,25,9,ne,,,plaćena odsustva,,,,,,4,želja za sticanjem novih znanja i iskustava,ne planiram,,,,,,drupalrs,10/15/2015 23:54:22,10/16/2015 0:01:46
Muški,Niš,,23,5,HTML/CSS,C,C++,C#,Java,Javascript,PHP,,,,,SQL,,,0,0,,,,,,0,0,Android,,,,,,,0,AngularJS,,,,,,,,0,,,,,,JSP,,,,,,0,,mobile,,,,,,Java,,,,,,,,,,,junior developer,Koristim,,Git,,,,,Eclipse,,,,Visual Studio,,Android studio,Windows,,,,,"Da, master",,,,,3,4,5,5,da,više od 10 sati,github,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,,,,,,,,Tokom prethodnog meseca,Tokom prethodnog meseca,Tokom prethodnog meseca,U toku prethodnih godinu dana,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,1,ne frilensujem,10,usluge za klijente,,domaće,,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,500€ i manje,20,8,ne,fleksibilno radno vreme,,,,,,,,4,bolji međuljudski odnosi,"možda, ako se pojavi dobra prilika",,,,,,,10/16/2015 0:08:02,10/16/2015 0:15:13
Muški,Beograd,,25,1,HTML/CSS,,,,Java,Javascript,,Python,,,,,,,1,,,,,,,,2,,JEE,Spring,,,,,1,AngularJS,,,,,,,,,,,,,,,1,,,,,,,web,HTML/CSS,,,,Node,Java,Javascript,,Python,,,,SQL,Scala,,,junior developer,Koristim,,Git,,,,,,IntelliJ,,Sublime,,,,Windows,,Linux,,,"Da, fakultet",,,ETF,,2,3,4,4,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,,Kroz knjige,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,,,,Tokom prethodnog meseca,Tokom prethodnog meseca,U protekla 3 meseca,Tokom prethodnog meseca,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,1,ne frilensujem,30,usluge za klijente,,,strano,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,500€ i manje,20,8,da,fleksibilno radno vreme,,,plaćene obuke i treninge,,,dodatno zdravstveno i/ili penziono osiguranje,,2,bolja plata,"možda, ako se pojavi dobra prilika",,,,,,,10/16/2015 0:29:46,10/16/2015 0:39:11
